Nome;Gênero;Data Nascimento;Idade;Nível;Escolaridade;Área;Salário;Data Admissão;Data Demissão;Contrato;Motivo Demissão;PCD;Alimentação;Saúde;Odont;Transporte;Creche;Combustível;Benefícios;Mês_admissão;Mês_demissão;Status;Faixa_Idade;Tempo_dias;Faixa_dias
Bearnard Gourley;Masculino;13/01/1988;36;Analista Sr;Pós-graduação;Recursos Humanos;5000;31/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;35-44;153;86-176
Derek Tomaello;Masculino;04/12/1982;42;Supervisor;Ensino Técnico;Vendas;7000;31/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;153;86-176
Ross Billanie;Masculino;01/06/1996;28;Gerente;Ensino Superior;Vendas;15000;31/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;153;86-176
Stormy Hamshere;Feminino;05/08/1974;50;Gerente;Mestrado;Produção;15000;31/07/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;7;-;;45-54;153;86-176
Wilbert Gerhold;Masculino;13/09/1999;25;Estagiário;Ensino Técnico;Vendas;1200;01/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;24-34;152;86-176
Revkah Nowlan;Feminino;30/05/1992;32;Estagiário;Ensino Médio;Financeiro;1200;01/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;24-34;152;86-176
Chadwick Collingwood;Masculino;11/08/1965;59;Analista Jr;Pós-graduação;TI;3500;01/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;55-64;152;86-176
Ring Tailour;Masculino;17/05/1986;38;Gerente;Ensino Técnico;Operações;15000;02/08/2019;;CLT;;Sim;1200;1200;1200;1200;500;500;5800;8;-;Licença;35-44;151;86-176
Matthaeus Backshell;Masculino;02/08/1977;47;Analista Jr;Ensino Superior;Operações;3500;02/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;45-54;151;86-176
Manda Leads;Feminino;31/05/1964;60;Analista Jr;Pós-graduação;Operações;3500;03/08/2019;;CLT;;;600;600;600;600;500;;2900;8;-;;55-64;150;86-176
Rance Uttley;Masculino;11/04/1974;50;Coordenador;Mestrado;Vendas;10000;03/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;45-54;150;86-176
Nona Cohen;Feminino;29/04/1995;29;Coordenador;Ensino Técnico;Logística;10000;03/08/2019;24/11/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;8;11;Licença;24-34;113;86-176
Percy Leighton;Masculino;04/05/1976;48;Estagiário;Ensino Médio;Marketing;1200;03/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;45-54;150;86-176
Shalna Clausen;Feminino;01/10/1988;36;Analista Jr;Pós-graduação;Logística;3500;04/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;35-44;149;86-176
Tadeas Fontanet;Masculino;06/12/2000;24;Assistente;Ensino Superior;TI;2500;04/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;24-34;149;86-176
Bogart Goldsack;Masculino;16/12/1995;29;Analista Sr;Pós-graduação;Produção;5000;05/08/2019;;CLT;;Sim;600;600;600;600;;500;2900;8;-;;24-34;148;86-176
Beatrix Mount;Feminino;24/03/1992;32;Analista Sr;Pós-graduação;Produção;5000;05/08/2019;;CLT;;Sim;600;600;600;600;;500;2900;8;-;;24-34;148;86-176
Aile Kencott;Feminino;17/05/1973;51;Supervisor;Ensino Superior;Produção;7000;05/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;45-54;148;86-176
Wrennie Di Carlo;Feminino;20/12/1984;40;Supervisor;Ensino Superior;Operações;7000;06/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;147;86-176
Alicea Donlon;Feminino;27/10/1984;40;Supervisor;Ensino Superior;Logística;7000;06/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;147;86-176
Ebenezer Hamblyn;Masculino;06/08/1974;50;Gerente;Ensino Superior;Financeiro;15000;06/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;45-54;147;86-176
Winthrop Capozzi;Masculino;31/07/1996;28;Coordenador;Ensino Médio;Recursos Humanos;10000;06/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;24-34;147;86-176
Shanan Saladine;Masculino;16/01/1964;60;Coordenador;Mestrado;Financeiro;10000;06/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;147;86-176
Deane Catherine;Masculino;05/09/1962;62;Gerente;Ensino Superior;Logística;15000;06/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;147;86-176
Ofella Cleary;Feminino;11/10/1970;54;Analista Sr;Ensino Superior;Administração;5000;06/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;45-54;147;86-176
Melisent Freeland;Feminino;19/02/1960;64;Estagiário;Ensino Médio;Administração;1200;07/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;55-64;146;86-176
Bucky Getcliffe;Masculino;12/01/1989;35;Assistente;Ensino Médio;Marketing;2500;08/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;35-44;145;86-176
Christina Swetmore;Feminino;29/12/1972;52;Assistente;Ensino Médio;Vendas;2500;09/08/2019;;CLT;;Sim;600;600;600;600;;;2400;8;-;;45-54;144;86-176
Vasilis MacGovern;Masculino;26/07/1966;58;Analista Jr;Ensino Técnico;Recursos Humanos;3500;09/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;55-64;144;86-176
Crystal Frear;Feminino;02/03/1963;61;Assistente;Ensino Superior;Operações;2500;09/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;55-64;144;86-176
Forest Mullany;Masculino;26/10/1966;58;Analista Sr;Ensino Técnico;Produção;5000;10/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;55-64;143;86-176
Kaitlyn Atton;Feminino;18/08/1966;58;Estagiário;Ensino Médio;Produção;1200;10/08/2019;28/09/2019;Estágio;Término de Contrato;;200;200;200;200;;;800;8;9;;55-64;49;1-85
Carver Muglestone;Masculino;31/12/1965;59;Coordenador;Ensino Médio;Operações;10000;11/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;142;86-176
Ella Beech;Feminino;03/03/1988;36;Supervisor;Ensino Médio;TI;7000;11/08/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;8;-;;35-44;142;86-176
Wilmer Sayward;Masculino;04/12/1960;64;Supervisor;Ensino Superior;Recursos Humanos;7000;11/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;142;86-176
Matthias Latimer;Masculino;17/12/1984;40;Analista Jr;Ensino Superior;Financeiro;3500;11/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;Férias;35-44;142;86-176
Maurits Fright;Masculino;08/04/1972;52;Supervisor;Mestrado;TI;7000;11/08/2019;01/12/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;8;12;;45-54;112;86-176
Packston Stutt;Masculino;06/05/2000;24;Analista Sr;Ensino Médio;Recursos Humanos;5000;12/08/2019;29/10/2019;CLT;Demissão Voluntária;;600;600;600;600;;500;2900;8;10;;24-34;78;1-85
Fred Fawdery;Feminino;16/07/1982;42;Assistente;Ensino Médio;TI;2500;12/08/2019;07/12/2019;CLT;Demissão Voluntária;;600;600;600;600;;;2400;8;12;;35-44;117;86-176
Florance Piggen;Feminino;02/12/1990;34;Coordenador;Ensino Médio;Vendas;10000;14/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;24-34;139;86-176
Mose Horburgh;Masculino;06/08/1981;43;Analista Sr;Ensino Médio;Operações;5000;14/08/2019;;CLT;;;600;600;600;600;500;500;3400;8;-;;35-44;139;86-176
Jaimie Bernli;Feminino;29/07/1997;27;Analista Sr;Ensino Médio;Operações;5000;15/08/2019;;CLT;;Sim;600;600;600;600;500;500;3400;8;-;;24-34;138;86-176
Shayne Darnell;Masculino;11/05/1966;58;Gerente;Mestrado;TI;15000;15/08/2019;10/12/2019;CLT;Demissão Voluntária;;1200;1200;1200;1200;;500;5300;8;12;;55-64;117;86-176
Demetra Hallatt;Feminino;12/11/2000;24;Analista Sr;Ensino Médio;Logística;5000;15/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;24-34;138;86-176
Gertruda Lavelle;Feminino;04/06/1979;45;Analista Jr;Pós-graduação;TI;3500;15/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;45-54;138;86-176
Kenny Granville;Masculino;22/09/1994;30;Assistente;Ensino Superior;Financeiro;2500;16/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;24-34;137;86-176
Angus Glading;Masculino;01/10/1961;63;Gerente;Ensino Superior;Recursos Humanos;15000;17/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;136;86-176
Wallache Lethardy;Masculino;10/10/1974;50;Gerente;Ensino Médio;Operações;15000;17/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;45-54;136;86-176
Enrika Beeby;Feminino;10/06/1981;43;Supervisor;Pós-graduação;Administração;7000;17/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;136;86-176
Leisha Yu;Feminino;03/01/1998;26;Analista Jr;Ensino Técnico;Recursos Humanos;3500;17/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;24-34;136;86-176
Kaylee Shillaker;Feminino;15/09/1994;30;Supervisor;Ensino Médio;Recursos Humanos;7000;18/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;24-34;135;86-176
Halie Ramsier;Feminino;26/08/1985;39;Estagiário;Ensino Técnico;Produção;1200;18/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;35-44;135;86-176
Niles Brugsma;Masculino;01/10/1998;26;Analista Jr;Pós-graduação;Administração;3500;18/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;24-34;135;86-176
Lola Gracey;Feminino;15/06/1985;39;Supervisor;Mestrado;Marketing;7000;19/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;134;86-176
Brice Casburn;Masculino;28/05/1989;35;Assistente;Ensino Superior;Financeiro;2500;20/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;35-44;133;86-176
Zachariah Horbath;Masculino;27/03/1971;53;Estagiário;Ensino Médio;Vendas;1200;20/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;45-54;133;86-176
Gavin MacKaig;Masculino;26/06/1992;32;Coordenador;Mestrado;Vendas;10000;20/08/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;8;-;;24-34;133;86-176
Opal Depke;Feminino;30/12/1980;44;Analista Sr;Ensino Técnico;Produção;5000;20/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;35-44;133;86-176
Hamil Olivas;Masculino;13/02/1963;61;Coordenador;Ensino Médio;Produção;10000;21/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;132;86-176
Tibold Riseley;Masculino;27/01/1985;39;Analista Sr;Pós-graduação;Marketing;5000;21/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;35-44;132;86-176
Barr Dugue;Masculino;18/03/1967;57;Coordenador;Pós-graduação;Operações;10000;21/08/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;8;-;;55-64;132;86-176
Doralynne Areles;Feminino;08/05/1964;60;Coordenador;Ensino Superior;Vendas;10000;22/08/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;8;-;;55-64;131;86-176
Ola Have;Feminino;22/08/1983;41;Assistente;Ensino Técnico;Recursos Humanos;2500;22/08/2019;;CLT;;Sim;600;600;600;600;;;2400;8;-;;35-44;131;86-176
Mabelle Cockings;Feminino;30/06/1994;30;Supervisor;Mestrado;Recursos Humanos;7000;22/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;24-34;131;86-176
Elicia Ternott;Feminino;30/11/1963;61;Estagiário;Ensino Médio;Logística;1200;23/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;55-64;130;86-176
Erika Shawyers;Feminino;23/05/1988;36;Assistente;Ensino Superior;Financeiro;2500;23/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;35-44;130;86-176
Aksel Coburn;Masculino;02/03/1985;39;Analista Jr;Ensino Técnico;Vendas;3500;23/08/2019;15/10/2019;CLT;Demissão Voluntária;;600;600;600;600;;;2400;8;10;;35-44;53;1-85
Rog Edinburough;Masculino;11/08/1975;49;Assistente;Ensino Superior;Administração;2500;23/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;45-54;130;86-176
Agnesse De Wolfe;Feminino;31/05/1960;64;Analista Sr;Pós-graduação;Produção;5000;24/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;55-64;129;86-176
Sid Wybrew;Masculino;08/06/1987;37;Coordenador;Pós-graduação;Produção;10000;24/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;129;86-176
Dorree Pugh;Feminino;19/08/1993;31;Coordenador;Pós-graduação;Operações;10000;24/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;24-34;129;86-176
Leontine Werrett;Feminino;09/06/1963;61;Assistente;Ensino Médio;Vendas;2500;24/08/2019;;CLT;;;600;600;600;600;500;;2900;8;-;;55-64;129;86-176
Janene Le Monnier;Feminino;03/08/2000;24;Gerente;Ensino Médio;Marketing;15000;24/08/2019;21/12/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;8;12;;24-34;119;86-176
Salem Given;Masculino;28/08/1990;34;Gerente;Mestrado;Administração;15000;24/08/2019;01/12/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;8;12;;24-34;99;86-176
Madelyn Jancar;Feminino;10/11/1996;28;Estagiário;Ensino Médio;Operações;1200;25/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;24-34;128;86-176
Nicole De Angelis;Feminino;29/01/1979;45;Analista Sr;Ensino Técnico;Marketing;5000;26/08/2019;07/11/2019;CLT;Demissão Voluntária;;600;600;600;600;;500;2900;8;11;;45-54;73;1-85
Doretta Tilford;Feminino;20/02/1979;45;Assistente;Ensino Superior;Financeiro;2500;26/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;45-54;127;86-176
Gabriellia Linzee;Feminino;10/07/1986;38;Supervisor;Pós-graduação;Vendas;7000;27/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;126;86-176
Arly Shafe;Feminino;03/10/1981;43;Analista Jr;Ensino Superior;Marketing;3500;27/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;35-44;126;86-176
Nydia Haldenby;Feminino;02/05/1986;38;Estagiário;Ensino Técnico;Administração;1200;27/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;35-44;126;86-176
Bartlett Ballchin;Masculino;11/03/1981;43;Analista Sr;Ensino Superior;Operações;5000;27/08/2019;;CLT;;;600;600;600;600;500;500;3400;8;-;;35-44;126;86-176
Ethelin Micklem;Feminino;14/11/1975;49;Gerente;Ensino Técnico;Administração;15000;27/08/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;8;-;;45-54;126;86-176
Tessy Duddy;Feminino;21/12/1979;45;Estagiário;Ensino Técnico;Marketing;1200;27/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;45-54;126;86-176
Ogden Van der Beek;Masculino;02/11/1970;54;Estagiário;Ensino Médio;Operações;1200;28/08/2019;;Estágio;;;200;200;200;200;;;800;8;-;;45-54;125;86-176
Gib Nern;Masculino;31/12/1992;32;Gerente;Mestrado;Produção;15000;28/08/2019;23/11/2019;CLT;Demissão Voluntária;;1200;1200;1200;1200;;500;5300;8;11;;24-34;87;86-176
Alisa Hutchens;Feminino;11/03/1967;57;Coordenador;Ensino Médio;Administração;10000;28/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;125;86-176
Verina Kirsch;Feminino;18/07/1989;35;Estagiário;Ensino Médio;Vendas;1200;28/08/2019;;Estágio;;Sim;200;200;200;200;;;800;8;-;;35-44;125;86-176
Juanita Segoe;Feminino;06/08/1978;46;Coordenador;Ensino Médio;Marketing;10000;28/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;45-54;125;86-176
Blane Roderick;Masculino;12/07/1968;56;Analista Sr;Ensino Médio;Marketing;5000;29/08/2019;;CLT;;;600;600;600;600;;500;2900;8;-;;55-64;124;86-176
Ileana O'Cannan;Feminino;21/03/1963;61;Assistente;Ensino Médio;Vendas;2500;29/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;55-64;124;86-176
Reinhold Kunzler;Masculino;25/08/1987;37;Gerente;Pós-graduação;Administração;15000;31/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;35-44;122;86-176
Broddy Libri;Masculino;21/04/1994;30;Assistente;Ensino Técnico;Recursos Humanos;2500;31/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;24-34;122;86-176
Cary Stanyland;Masculino;03/10/1968;56;Supervisor;Ensino Médio;Recursos Humanos;7000;31/08/2019;;CLT;;;1200;1200;1200;1200;;500;5300;8;-;;55-64;122;86-176
Mercie Burner;Feminino;15/03/1991;33;Analista Jr;Ensino Técnico;Financeiro;3500;31/08/2019;;CLT;;;600;600;600;600;;;2400;8;-;;24-34;122;86-176
Bryon Twitchett;Masculino;30/04/1969;55;Coordenador;Ensino Superior;Marketing;10000;01/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;55-64;121;86-176
Pate Steanson;Masculino;08/12/1979;45;Coordenador;Ensino Técnico;Financeiro;10000;02/09/2019;17/11/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;9;11;;45-54;76;1-85
Vinnie Sidary;Feminino;15/07/1966;58;Coordenador;Ensino Superior;Recursos Humanos;10000;02/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;55-64;120;86-176
Lilyan Bartolomeo;Feminino;14/01/1984;40;Analista Sr;Ensino Superior;Operações;5000;04/09/2019;17/12/2019;CLT;Demissão Involuntária;;600;600;600;600;;500;2900;9;12;;35-44;104;86-176
Herman Flanner;Masculino;13/11/1971;53;Assistente;Ensino Médio;Vendas;2500;04/09/2019;;CLT;;;600;600;600;600;500;;2900;9;-;;45-54;118;86-176
Clem Ferrao;Masculino;18/05/1993;31;Supervisor;Ensino Superior;Vendas;7000;04/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;24-34;118;86-176
Bary Ballham;Masculino;14/07/1977;47;Estagiário;Ensino Médio;Administração;1200;05/09/2019;28/10/2019;Estágio;Demissão Voluntária;;200;200;200;200;;;800;9;10;;45-54;53;1-85
Kristo Belle;Masculino;26/05/1968;56;Supervisor;Mestrado;Operações;7000;05/09/2019;11/12/2019;CLT;Demissão Voluntária;;1200;1200;1200;1200;;500;5300;9;12;;55-64;97;86-176
Riobard Magor;Masculino;10/06/1971;53;Estagiário;Ensino Técnico;Operações;1200;05/09/2019;;Estágio;;;200;200;200;200;;;800;9;-;;45-54;117;86-176
Ashely Meininger;Feminino;03/02/1995;29;Supervisor;Ensino Superior;Produção;7000;06/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;24-34;116;86-176
Shurlocke Wilkowski;Masculino;08/07/1970;54;Supervisor;Ensino Técnico;Financeiro;7000;06/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;45-54;116;86-176
Dimitri Bryning;Masculino;19/10/1974;50;Supervisor;Ensino Superior;Vendas;7000;07/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;45-54;115;86-176
Irena Ninotti;Feminino;09/01/1974;50;Analista Sr;Ensino Superior;Produção;5000;08/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;;45-54;114;86-176
Gustie Dungate;Feminino;29/04/1963;61;Assistente;Ensino Superior;Produção;2500;08/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;55-64;114;86-176
Trina Abrahamsen;Feminino;13/04/1966;58;Assistente;Ensino Técnico;Administração;2500;08/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;Férias;55-64;114;86-176
Mercedes Piggrem;Feminino;06/09/1975;49;Analista Sr;Pós-graduação;Recursos Humanos;5000;09/09/2019;;CLT;;Sim;600;600;600;600;;500;2900;9;-;;45-54;113;86-176
Minni Anthes;Feminino;12/12/1962;62;Assistente;Ensino Técnico;Marketing;2500;09/09/2019;;CLT;;Sim;600;600;600;600;;;2400;9;-;;55-64;113;86-176
Nathanial Leftly;Masculino;04/08/1979;45;Coordenador;Mestrado;Financeiro;10000;09/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;45-54;113;86-176
Aurthur Ragg;Masculino;09/10/1995;29;Supervisor;Ensino Superior;Recursos Humanos;7000;10/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;24-34;112;86-176
Timothy Beevis;Masculino;28/07/1992;32;Analista Jr;Pós-graduação;TI;3500;10/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;24-34;112;86-176
Althea Boggis;Feminino;11/07/1979;45;Analista Sr;Pós-graduação;TI;5000;11/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;;45-54;111;86-176
Griffin Juliano;Masculino;26/01/1982;42;Coordenador;Pós-graduação;Marketing;10000;11/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;111;86-176
Katalin Scarce;Feminino;20/12/1974;50;Analista Jr;Ensino Técnico;Financeiro;3500;12/09/2019;;CLT;;Sim;600;600;600;600;;;2400;9;-;;45-54;110;86-176
Ari Kirwood;Masculino;04/08/1962;62;Analista Jr;Pós-graduação;Marketing;3500;12/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;55-64;110;86-176
Moishe Jerisch;Masculino;29/11/1967;57;Coordenador;Pós-graduação;Financeiro;10000;13/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;55-64;109;86-176
Tomi Mennear;Feminino;28/01/1967;57;Analista Sr;Ensino Técnico;Operações;5000;13/09/2019;;CLT;;Sim;600;600;600;600;500;500;3400;9;-;;55-64;109;86-176
Chev Rollings;Masculino;31/03/1992;32;Coordenador;Ensino Técnico;Operações;10000;14/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;24-34;108;86-176
Georgetta McLice;Feminino;30/12/1982;42;Gerente;Ensino Superior;Recursos Humanos;15000;14/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;108;86-176
Jerrold Solway;Masculino;17/10/1973;51;Analista Jr;Ensino Técnico;Recursos Humanos;3500;14/09/2019;25/12/2019;CLT;Demissão Involuntária;;600;600;600;600;;;2400;9;12;;45-54;102;86-176
Babbie Shacklady;Feminino;14/07/1965;59;Estagiário;Ensino Médio;Recursos Humanos;1200;14/09/2019;;Estágio;;;200;200;200;200;;;800;9;-;;55-64;108;86-176
Tomaso Eayrs;Masculino;22/04/1995;29;Assistente;Ensino Médio;TI;2500;16/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;24-34;106;86-176
Bogey Piechnik;Masculino;26/11/1987;37;Analista Sr;Ensino Técnico;Marketing;5000;16/09/2019;;CLT;;Sim;600;600;600;600;;500;2900;9;-;;35-44;106;86-176
Dosi Monksfield;Feminino;24/08/1983;41;Coordenador;Ensino Técnico;Operações;10000;16/09/2019;19/11/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;9;11;Férias;35-44;64;1-85
Lucais Langwade;Masculino;16/01/1970;54;Assistente;Ensino Técnico;Logística;2500;16/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;45-54;106;86-176
Thorin Cicculini;Masculino;21/05/1965;59;Assistente;Ensino Superior;Vendas;2500;16/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;55-64;106;86-176
Carla Quennell;Feminino;27/01/1989;35;Supervisor;Ensino Técnico;Administração;7000;17/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;105;86-176
Marice Glavis;Feminino;11/05/1985;39;Analista Sr;Pós-graduação;Administração;5000;17/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;;35-44;105;86-176
Geralda Bestwall;Feminino;13/03/1999;25;Analista Sr;Ensino Superior;Operações;5000;17/09/2019;;CLT;;;600;600;600;600;;500;2900;9;-;;24-34;105;86-176
Manon Hutchins;Feminino;08/05/1966;58;Gerente;Pós-graduação;Vendas;15000;18/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;55-64;104;86-176
Eula Houndesome;Feminino;24/12/1986;38;Analista Jr;Ensino Superior;Logística;3500;19/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;35-44;103;86-176
Lowell Bwy;Masculino;29/09/1985;39;Supervisor;Ensino Médio;Logística;7000;19/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;103;86-176
Jerald Pierse;Masculino;09/11/1988;36;Assistente;Ensino Técnico;Operações;2500;20/09/2019;22/11/2019;CLT;Demissão Involuntária;;600;600;600;600;;;2400;9;11;;35-44;63;1-85
Kirsteni Polack;Feminino;03/03/1974;50;Analista Sr;Ensino Superior;Produção;5000;20/09/2019;02/12/2019;CLT;Demissão Involuntária;;600;600;600;600;;500;2900;9;12;;45-54;73;1-85
Talyah Larchiere;Feminino;13/08/1980;44;Coordenador;Ensino Médio;Financeiro;10000;20/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;102;86-176
Kurtis Bratchell;Masculino;02/08/1986;38;Supervisor;Mestrado;Produção;7000;21/09/2019;;CLT;;;1200;1200;1200;1200;;500;5300;9;-;;35-44;101;86-176
Jaimie McKibben;Feminino;12/01/1987;37;Estagiário;Ensino Técnico;Recursos Humanos;1200;22/09/2019;;Estágio;;;200;200;200;200;;;800;9;-;;35-44;100;86-176
Amalita Landsberg;Feminino;17/08/1999;25;Estagiário;Ensino Médio;Vendas;1200;22/09/2019;;Estágio;;;200;200;200;200;;;800;9;-;;24-34;100;86-176
Blondelle Juhruke;Feminino;28/01/1987;37;Analista Jr;Ensino Superior;Operações;3500;22/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;35-44;100;86-176
Byron Klimowski;Masculino;27/07/1991;33;Coordenador;Pós-graduação;TI;10000;23/09/2019;13/11/2019;CLT;Demissão Voluntária;;1200;1200;1200;1200;;500;5300;9;11;;24-34;51;1-85
Evyn Degli Abbati;Masculino;17/05/1967;57;Estagiário;Ensino Médio;Logística;1200;23/09/2019;;Estágio;;;200;200;200;200;500;;1300;9;-;;55-64;99;86-176
Hermon Scuse;Masculino;24/06/1994;30;Assistente;Ensino Médio;Administração;2500;24/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;24-34;98;86-176
Mary Putt;Feminino;25/03/1983;41;Assistente;Ensino Médio;Financeiro;2500;24/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;35-44;98;86-176
Chrisy Churm;Masculino;17/04/2000;24;Estagiário;Ensino Técnico;Produção;1200;24/09/2019;;Estágio;;;200;200;200;200;;;800;9;-;;24-34;98;86-176
Blakeley Heasman;Feminino;20/02/1978;46;Analista Jr;Ensino Técnico;TI;3500;24/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;45-54;98;86-176
Sigismundo Castellan;Masculino;30/01/1999;25;Analista Jr;Pós-graduação;Financeiro;3500;25/09/2019;;CLT;;;600;600;600;600;500;;2900;9;-;;24-34;97;86-176
Gustavus Nelane;Masculino;16/10/1987;37;Analista Jr;Ensino Médio;Operações;3500;25/09/2019;;CLT;;;600;600;600;600;;;2400;9;-;;35-44;97;86-176
